id,vertices_json,status
Zone-13-9,"[[45.160757641397765, 10.788163537903355], [45.160757641397765, 10.788046580031079], [45.16066780986936, 10.788046580031079], [45.16066780986936, 10.78817397781231], [45.16075068145846, 10.78817397781231], [45.160757641397765, 10.788163537903355]]",0
Zone-13-10,"[[45.16075068145846, 10.78817397781231], [45.16066780986936, 10.78817397781231], [45.16066780986936, 10.788298285195966], [45.16075068145846, 10.78817397781231]]",0
Zone-14-5,"[[45.160766212361025, 10.787536988906155], [45.160757641397765, 10.787536988906155], [45.160757641397765, 10.787664386687386], [45.16084747292618, 10.787664386687386], [45.16084747292618, 10.78762840704195], [45.160766212361025, 10.787536988906155]]",0
Zone-14-6,"[[45.160757641397765, 10.787664386687386], [45.160757641397765, 10.787791784468617], [45.16084747292618, 10.787791784468617], [45.16084747292618, 10.787664386687386], [45.160757641397765, 10.787664386687386]]",0
Zone-14-7,"[[45.160757641397765, 10.787791784468617], [45.160757641397765, 10.787919182249848], [45.16084747292618, 10.787919182249848], [45.16084747292618, 10.787791784468617], [45.160757641397765, 10.787791784468617]]",0
Zone-14-8,"[[45.16084747292618, 10.788028790610735], [45.16084747292618, 10.787919182249848], [45.160757641397765, 10.787919182249848], [45.160757641397765, 10.788046580031079], [45.160835613312614, 10.788046580031079], [45.16084747292618, 10.788028790610735]]",0
Zone-14-9,"[[45.160835613312614, 10.788046580031079], [45.160757641397765, 10.788046580031079], [45.160757641397765, 10.788163537903355], [45.160835613312614, 10.788046580031079]]",0
Zone-15-5,"[[45.16084747292618, 10.78762840704195], [45.16084747292618, 10.787664386687386], [45.160879454833236, 10.787664386687386], [45.16084747292618, 10.78762840704195]]",0
Zone-15-6,"[[45.160879454833236, 10.787664386687386], [45.16084747292618, 10.787664386687386], [45.16084747292618, 10.787791784468617], [45.16093730445459, 10.787791784468617], [45.16093730445459, 10.787729467511415], [45.160879454833236, 10.787664386687386]]",0
Zone-15-7,"[[45.16093730445459, 10.787894043318115], [45.16093730445459, 10.787791784468617], [45.16084747292618, 10.787791784468617], [45.16084747292618, 10.787919182249848], [45.16092054516677, 10.787919182249848], [45.16093730445459, 10.787894043318115]]",0
Zone-15-8,"[[45.16092054516677, 10.787919182249848], [45.16084747292618, 10.787919182249848], [45.16084747292618, 10.788028790610735], [45.16092054516677, 10.787919182249848]]",0
Zone-16-6,"[[45.16093730445459, 10.787729467511415], [45.16093730445459, 10.787791784468617], [45.16099269730544, 10.787791784468617], [45.16093730445459, 10.787729467511415]]",0
Zone-16-7,"[[45.161, 10.7878], [45.16099269730544, 10.787791784468617], [45.16093730445459, 10.787791784468617], [45.16093730445459, 10.787894043318115], [45.161, 10.7878]]",0
