id,vertices_json,status
Zone-2-11,"[[45.156379663056825, 10.791901287056955], [45.156379663056825, 10.792028676789405], [45.15646949458523, 10.792028676789405], [45.15646949458523, 10.791901287056955], [45.156379663056825, 10.791901287056955]]",0
Zone-2-12,"[[45.156379663056825, 10.792028676789405], [45.156379663056825, 10.792156066521857], [45.15646949458523, 10.792156066521857], [45.15646949458523, 10.792028676789405], [45.156379663056825, 10.792028676789405]]",0
Zone-2-13,"[[45.15645036876292, 10.792283456254307], [45.15646949458523, 10.792283456254307], [45.15646949458523, 10.792156066521857], [45.156379663056825, 10.792156066521857], [45.156379663056825, 10.792259887685608], [45.15645036876292, 10.792283456254307]]",0
Zone-3-1,"[[45.15646949458523, 10.790727359463473], [45.15646949458523, 10.790754779464901], [45.156559326113644, 10.790754779464901], [45.156559326113644, 10.79068886023701], [45.15646949458523, 10.790727359463473]]",0
Zone-3-2,"[[45.15646949458523, 10.790754779464901], [45.15646949458523, 10.790882169197351], [45.156559326113644, 10.790882169197351], [45.156559326113644, 10.790754779464901], [45.15646949458523, 10.790754779464901]]",0
Zone-3-3,"[[45.15646949458523, 10.790882169197351], [45.15646949458523, 10.791009558929801], [45.156559326113644, 10.791009558929801], [45.156559326113644, 10.790882169197351], [45.15646949458523, 10.790882169197351]]",0
Zone-3-4,"[[45.15646949458523, 10.791009558929801], [45.15646949458523, 10.791136948662253], [45.156559326113644, 10.791136948662253], [45.156559326113644, 10.791009558929801], [45.15646949458523, 10.791009558929801]]",0
Zone-3-5,"[[45.15646949458523, 10.791136948662253], [45.15646949458523, 10.791264338394702], [45.156559326113644, 10.791264338394702], [45.156559326113644, 10.791136948662253], [45.15646949458523, 10.791136948662253]]",0
Zone-3-6,"[[45.15646949458523, 10.791264338394702], [45.15646949458523, 10.791391728127152], [45.156559326113644, 10.791391728127152], [45.156559326113644, 10.791264338394702], [45.15646949458523, 10.791264338394702]]",0
Zone-3-7,"[[45.15646949458523, 10.791391728127152], [45.15646949458523, 10.791519117859604], [45.156559326113644, 10.791519117859604], [45.156559326113644, 10.791391728127152], [45.15646949458523, 10.791391728127152]]",0
Zone-3-8,"[[45.15646949458523, 10.791519117859604], [45.15646949458523, 10.791646507592054], [45.156559326113644, 10.791646507592054], [45.156559326113644, 10.791519117859604], [45.15646949458523, 10.791519117859604]]",0
Zone-3-9,"[[45.15646949458523, 10.791646507592054], [45.15646949458523, 10.791773897324505], [45.156559326113644, 10.791773897324505], [45.156559326113644, 10.791646507592054], [45.15646949458523, 10.791646507592054]]",1
Zone-3-10,"[[45.15646949458523, 10.791773897324505], [45.15646949458523, 10.791901287056955], [45.156559326113644, 10.791901287056955], [45.156559326113644, 10.791773897324505], [45.15646949458523, 10.791773897324505]]",1
Zone-3-11,"[[45.15646949458523, 10.791901287056955], [45.15646949458523, 10.792028676789405], [45.156559326113644, 10.792028676789405], [45.156559326113644, 10.791901287056955], [45.15646949458523, 10.791901287056955]]",0
Zone-3-12,"[[45.15646949458523, 10.792028676789405], [45.15646949458523, 10.792156066521857], [45.156559326113644, 10.792156066521857], [45.156559326113644, 10.792028676789405], [45.15646949458523, 10.792028676789405]]",0
Zone-3-13,"[[45.15646949458523, 10.792156066521857], [45.15646949458523, 10.792283456254307], [45.156559326113644, 10.792283456254307], [45.156559326113644, 10.792156066521857], [45.15646949458523, 10.792156066521857]]",0
Zone-3-14,"[[45.156559326113644, 10.792319775371215], [45.156559326113644, 10.792283456254307], [45.15646949458523, 10.792283456254307], [45.15646949458523, 10.79228983152841], [45.156559326113644, 10.792319775371215]]",0
Zone-4-1,"[[45.156559326113644, 10.79068886023701], [45.156559326113644, 10.790754779464901], [45.15664915764206, 10.790754779464901], [45.15664915764206, 10.790650361010547], [45.156559326113644, 10.79068886023701]]",0
Zone-4-2,"[[45.156559326113644, 10.790754779464901], [45.156559326113644, 10.790882169197351], [45.15664915764206, 10.790882169197351], [45.15664915764206, 10.790754779464901], [45.156559326113644, 10.790754779464901]]",0
Zone-4-3,"[[45.156559326113644, 10.790882169197351], [45.156559326113644, 10.791009558929801], [45.15664915764206, 10.791009558929801], [45.15664915764206, 10.790882169197351], [45.156559326113644, 10.790882169197351]]",0
Zone-4-4,"[[45.156559326113644, 10.791009558929801], [45.156559326113644, 10.791136948662253], [45.15664915764206, 10.791136948662253], [45.15664915764206, 10.791009558929801], [45.156559326113644, 10.791009558929801]]",0
Zone-4-5,"[[45.156559326113644, 10.791136948662253], [45.156559326113644, 10.791264338394702], [45.15664915764206, 10.791264338394702], [45.15664915764206, 10.791136948662253], [45.156559326113644, 10.791136948662253]]",0
Zone-4-6,"[[45.156559326113644, 10.791264338394702], [45.156559326113644, 10.791391728127152], [45.15664915764206, 10.791391728127152], [45.15664915764206, 10.791264338394702], [45.156559326113644, 10.791264338394702]]",0
Zone-4-7,"[[45.156559326113644, 10.791391728127152], [45.156559326113644, 10.791519117859604], [45.15664915764206, 10.791519117859604], [45.15664915764206, 10.791391728127152], [45.156559326113644, 10.791391728127152]]",0
Zone-4-8,"[[45.156559326113644, 10.791519117859604], [45.156559326113644, 10.791646507592054], [45.15664915764206, 10.791646507592054], [45.15664915764206, 10.791519117859604], [45.156559326113644, 10.791519117859604]]",0
Zone-4-9,"[[45.156559326113644, 10.791646507592054], [45.156559326113644, 10.791773897324505], [45.15664915764206, 10.791773897324505], [45.15664915764206, 10.791646507592054], [45.156559326113644, 10.791646507592054]]",1
Zone-4-10,"[[45.156559326113644, 10.791773897324505], [45.156559326113644, 10.791901287056955], [45.15664915764206, 10.791901287056955], [45.15664915764206, 10.791773897324505], [45.156559326113644, 10.791773897324505]]",1
Zone-4-11,"[[45.156559326113644, 10.791901287056955], [45.156559326113644, 10.792028676789405], [45.15664915764206, 10.792028676789405], [45.15664915764206, 10.791901287056955], [45.156559326113644, 10.791901287056955]]",1
Zone-4-12,"[[45.156559326113644, 10.792028676789405], [45.156559326113644, 10.792156066521857], [45.15664915764206, 10.792156066521857], [45.15664915764206, 10.792028676789405], [45.156559326113644, 10.792028676789405]]",0
Zone-4-13,"[[45.156559326113644, 10.792156066521857], [45.156559326113644, 10.792283456254307], [45.15664915764206, 10.792283456254307], [45.15664915764206, 10.792156066521857], [45.156559326113644, 10.792156066521857]]",0
Zone-4-14,"[[45.15664915764206, 10.79234971921402], [45.15664915764206, 10.792283456254307], [45.156559326113644, 10.792283456254307], [45.156559326113644, 10.792319775371215], [45.15664915764206, 10.79234971921402]]",0
Zone-5-0,"[[45.15670275729095, 10.79062738973245], [45.15673898917047, 10.79062738973245], [45.15673898917047, 10.790611861784084], [45.15670275729095, 10.79062738973245]]",0
Zone-5-1,"[[45.15664915764206, 10.790650361010547], [45.15664915764206, 10.790754779464901], [45.15673898917047, 10.790754779464901], [45.15673898917047, 10.79062738973245], [45.15670275729095, 10.79062738973245], [45.15664915764206, 10.790650361010547]]",0
Zone-5-2,"[[45.15664915764206, 10.790754779464901], [45.15664915764206, 10.790882169197351], [45.15673898917047, 10.790882169197351], [45.15673898917047, 10.790754779464901], [45.15664915764206, 10.790754779464901]]",0
Zone-5-3,"[[45.15664915764206, 10.790882169197351], [45.15664915764206, 10.791009558929801], [45.15673898917047, 10.791009558929801], [45.15673898917047, 10.790882169197351], [45.15664915764206, 10.790882169197351]]",0
Zone-5-4,"[[45.15664915764206, 10.791009558929801], [45.15664915764206, 10.791136948662253], [45.15673898917047, 10.791136948662253], [45.15673898917047, 10.791009558929801], [45.15664915764206, 10.791009558929801]]",0
Zone-5-5,"[[45.15664915764206, 10.791136948662253], [45.15664915764206, 10.791264338394702], [45.15673898917047, 10.791264338394702], [45.15673898917047, 10.791136948662253], [45.15664915764206, 10.791136948662253]]",0
Zone-5-6,"[[45.15664915764206, 10.791264338394702], [45.15664915764206, 10.791391728127152], [45.15673898917047, 10.791391728127152], [45.15673898917047, 10.791264338394702], [45.15664915764206, 10.791264338394702]]",0
Zone-5-7,"[[45.15664915764206, 10.791391728127152], [45.15664915764206, 10.791519117859604], [45.15673898917047, 10.791519117859604], [45.15673898917047, 10.791391728127152], [45.15664915764206, 10.791391728127152]]",0
Zone-5-8,"[[45.15664915764206, 10.791519117859604], [45.15664915764206, 10.791646507592054], [45.15673898917047, 10.791646507592054], [45.15673898917047, 10.791519117859604], [45.15664915764206, 10.791519117859604]]",0
Zone-5-9,"[[45.15664915764206, 10.791646507592054], [45.15664915764206, 10.791773897324505], [45.15673898917047, 10.791773897324505], [45.15673898917047, 10.791646507592054], [45.15664915764206, 10.791646507592054]]",1
Zone-5-10,"[[45.15664915764206, 10.791773897324505], [45.15664915764206, 10.791901287056955], [45.15673898917047, 10.791901287056955], [45.15673898917047, 10.791773897324505], [45.15664915764206, 10.791773897324505]]",1
Zone-5-11,"[[45.15664915764206, 10.791901287056955], [45.15664915764206, 10.792028676789405], [45.15673898917047, 10.792028676789405], [45.15673898917047, 10.791901287056955], [45.15664915764206, 10.791901287056955]]",0
Zone-5-12,"[[45.15664915764206, 10.792028676789405], [45.15664915764206, 10.792156066521857], [45.15673898917047, 10.792156066521857], [45.15673898917047, 10.792028676789405], [45.15664915764206, 10.792028676789405]]",0
Zone-5-13,"[[45.15664915764206, 10.792156066521857], [45.15664915764206, 10.792283456254307], [45.15673898917047, 10.792283456254307], [45.15673898917047, 10.792156066521857], [45.15664915764206, 10.792156066521857]]",0
Zone-5-14,"[[45.15673898917047, 10.792379663056824], [45.15673898917047, 10.792283456254307], [45.15664915764206, 10.792283456254307], [45.15664915764206, 10.79234971921402], [45.15673898917047, 10.792379663056824]]",0
Zone-6-0,"[[45.15673898917047, 10.790611861784084], [45.15673898917047, 10.79062738973245], [45.156828820698884, 10.79062738973245], [45.156828820698884, 10.79057336255762], [45.15673898917047, 10.790611861784084]]",0
Zone-6-1,"[[45.15673898917047, 10.79062738973245], [45.15673898917047, 10.790754779464901], [45.156828820698884, 10.790754779464901], [45.156828820698884, 10.79062738973245], [45.15673898917047, 10.79062738973245]]",0
Zone-6-2,"[[45.15673898917047, 10.790754779464901], [45.15673898917047, 10.790882169197351], [45.156828820698884, 10.790882169197351], [45.156828820698884, 10.790754779464901], [45.15673898917047, 10.790754779464901]]",0
Zone-6-3,"[[45.15673898917047, 10.790882169197351], [45.15673898917047, 10.791009558929801], [45.156828820698884, 10.791009558929801], [45.156828820698884, 10.790882169197351], [45.15673898917047, 10.790882169197351]]",0
Zone-6-4,"[[45.15673898917047, 10.791009558929801], [45.15673898917047, 10.791136948662253], [45.156828820698884, 10.791136948662253], [45.156828820698884, 10.791009558929801], [45.15673898917047, 10.791009558929801]]",0
Zone-6-5,"[[45.15673898917047, 10.791136948662253], [45.15673898917047, 10.791264338394702], [45.156828820698884, 10.791264338394702], [45.156828820698884, 10.791136948662253], [45.15673898917047, 10.791136948662253]]",0
Zone-6-6,"[[45.15673898917047, 10.791264338394702], [45.15673898917047, 10.791391728127152], [45.156828820698884, 10.791391728127152], [45.156828820698884, 10.791264338394702], [45.15673898917047, 10.791264338394702]]",0
Zone-6-7,"[[45.15673898917047, 10.791391728127152], [45.15673898917047, 10.791519117859604], [45.156828820698884, 10.791519117859604], [45.156828820698884, 10.791391728127152], [45.15673898917047, 10.791391728127152]]",0
Zone-6-8,"[[45.15673898917047, 10.791519117859604], [45.15673898917047, 10.791646507592054], [45.156828820698884, 10.791646507592054], [45.156828820698884, 10.791519117859604], [45.15673898917047, 10.791519117859604]]",0
Zone-6-9,"[[45.15673898917047, 10.791646507592054], [45.15673898917047, 10.791773897324505], [45.156828820698884, 10.791773897324505], [45.156828820698884, 10.791646507592054], [45.15673898917047, 10.791646507592054]]",0
Zone-6-10,"[[45.15673898917047, 10.791773897324505], [45.15673898917047, 10.791901287056955], [45.156828820698884, 10.791901287056955], [45.156828820698884, 10.791773897324505], [45.15673898917047, 10.791773897324505]]",0
Zone-6-11,"[[45.15673898917047, 10.791901287056955], [45.15673898917047, 10.792028676789405], [45.156828820698884, 10.792028676789405], [45.156828820698884, 10.791901287056955], [45.15673898917047, 10.791901287056955]]",0
Zone-6-12,"[[45.15673898917047, 10.792028676789405], [45.15673898917047, 10.792156066521857], [45.156828820698884, 10.792156066521857], [45.156828820698884, 10.792028676789405], [45.15673898917047, 10.792028676789405]]",0
Zone-6-13,"[[45.15673898917047, 10.792156066521857], [45.15673898917047, 10.792283456254307], [45.156828820698884, 10.792283456254307], [45.156828820698884, 10.792156066521857], [45.15673898917047, 10.792156066521857]]",0
Zone-6-14,"[[45.156828820698884, 10.792409606899628], [45.156828820698884, 10.792283456254307], [45.15673898917047, 10.792283456254307], [45.15673898917047, 10.792379663056824], [45.156828820698884, 10.792409606899628]]",0
Zone-7-0,"[[45.156828820698884, 10.79057336255762], [45.156828820698884, 10.79062738973245], [45.1569186522273, 10.79062738973245], [45.1569186522273, 10.790534863331157], [45.156828820698884, 10.79057336255762]]",0
Zone-7-1,"[[45.156828820698884, 10.79062738973245], [45.156828820698884, 10.790754779464901], [45.1569186522273, 10.790754779464901], [45.1569186522273, 10.79062738973245], [45.156828820698884, 10.79062738973245]]",0
Zone-7-2,"[[45.156828820698884, 10.790754779464901], [45.156828820698884, 10.790882169197351], [45.1569186522273, 10.790882169197351], [45.1569186522273, 10.790754779464901], [45.156828820698884, 10.790754779464901]]",0
Zone-7-3,"[[45.156828820698884, 10.790882169197351], [45.156828820698884, 10.791009558929801], [45.1569186522273, 10.791009558929801], [45.1569186522273, 10.790882169197351], [45.156828820698884, 10.790882169197351]]",0
Zone-7-4,"[[45.156828820698884, 10.791009558929801], [45.156828820698884, 10.791136948662253], [45.1569186522273, 10.791136948662253], [45.1569186522273, 10.791009558929801], [45.156828820698884, 10.791009558929801]]",0
Zone-7-5,"[[45.156828820698884, 10.791136948662253], [45.156828820698884, 10.791264338394702], [45.1569186522273, 10.791264338394702], [45.1569186522273, 10.791136948662253], [45.156828820698884, 10.791136948662253]]",0
Zone-7-6,"[[45.156828820698884, 10.791264338394702], [45.156828820698884, 10.791391728127152], [45.1569186522273, 10.791391728127152], [45.1569186522273, 10.791264338394702], [45.156828820698884, 10.791264338394702]]",0
Zone-7-7,"[[45.156828820698884, 10.791391728127152], [45.156828820698884, 10.791519117859604], [45.1569186522273, 10.791519117859604], [45.1569186522273, 10.791391728127152], [45.156828820698884, 10.791391728127152]]",0
Zone-7-8,"[[45.156828820698884, 10.791519117859604], [45.156828820698884, 10.791646507592054], [45.1569186522273, 10.791646507592054], [45.1569186522273, 10.791519117859604], [45.156828820698884, 10.791519117859604]]",0
Zone-7-9,"[[45.156828820698884, 10.791646507592054], [45.156828820698884, 10.791773897324505], [45.1569186522273, 10.791773897324505], [45.1569186522273, 10.791646507592054], [45.156828820698884, 10.791646507592054]]",0
Zone-7-10,"[[45.156828820698884, 10.791773897324505], [45.156828820698884, 10.791901287056955], [45.1569186522273, 10.791901287056955], [45.1569186522273, 10.791773897324505], [45.156828820698884, 10.791773897324505]]",0
Zone-7-11,"[[45.156828820698884, 10.791901287056955], [45.156828820698884, 10.792028676789405], [45.1569186522273, 10.792028676789405], [45.1569186522273, 10.791901287056955], [45.156828820698884, 10.791901287056955]]",0
Zone-7-12,"[[45.156828820698884, 10.792028676789405], [45.156828820698884, 10.792156066521857], [45.1569186522273, 10.792156066521857], [45.1569186522273, 10.792028676789405], [45.156828820698884, 10.792028676789405]]",0
Zone-7-13,"[[45.156828820698884, 10.792156066521857], [45.156828820698884, 10.792283456254307], [45.1569186522273, 10.792283456254307], [45.1569186522273, 10.792156066521857], [45.156828820698884, 10.792156066521857]]",0
Zone-7-14,"[[45.15683253796027, 10.792410845986756], [45.1569186522273, 10.792410845986756], [45.1569186522273, 10.792283456254307], [45.156828820698884, 10.792283456254307], [45.156828820698884, 10.792409606899628], [45.15683253796027, 10.792410845986756]]",0
Zone-7-15,"[[45.1569186522273, 10.792439550742433], [45.1569186522273, 10.792410845986756], [45.15683253796027, 10.792410845986756], [45.1569186522273, 10.792439550742433]]",0
Zone-8-0,"[[45.1569186522273, 10.790534863331157], [45.1569186522273, 10.79062738973245], [45.157006369486616, 10.79062738973245], [45.157, 10.7905], [45.1569186522273, 10.790534863331157]]",0
Zone-8-1,"[[45.157006369486616, 10.79062738973245], [45.1569186522273, 10.79062738973245], [45.1569186522273, 10.790754779464901], [45.1570084837557, 10.790754779464901], [45.1570084837557, 10.790669675114131], [45.157006369486616, 10.79062738973245]]",0
Zone-8-2,"[[45.1569186522273, 10.790754779464901], [45.1569186522273, 10.790882169197351], [45.1570084837557, 10.790882169197351], [45.1570084837557, 10.790754779464901], [45.1569186522273, 10.790754779464901]]",0
Zone-8-3,"[[45.1569186522273, 10.790882169197351], [45.1569186522273, 10.791009558929801], [45.1570084837557, 10.791009558929801], [45.1570084837557, 10.790882169197351], [45.1569186522273, 10.790882169197351]]",0
Zone-8-4,"[[45.1569186522273, 10.791009558929801], [45.1569186522273, 10.791136948662253], [45.1570084837557, 10.791136948662253], [45.1570084837557, 10.791009558929801], [45.1569186522273, 10.791009558929801]]",0
Zone-8-5,"[[45.1569186522273, 10.791136948662253], [45.1569186522273, 10.791264338394702], [45.1570084837557, 10.791264338394702], [45.1570084837557, 10.791136948662253], [45.1569186522273, 10.791136948662253]]",0
Zone-8-6,"[[45.1569186522273, 10.791264338394702], [45.1569186522273, 10.791391728127152], [45.1570084837557, 10.791391728127152], [45.1570084837557, 10.791264338394702], [45.1569186522273, 10.791264338394702]]",0
Zone-8-7,"[[45.1569186522273, 10.791391728127152], [45.1569186522273, 10.791519117859604], [45.1570084837557, 10.791519117859604], [45.1570084837557, 10.791391728127152], [45.1569186522273, 10.791391728127152]]",0
Zone-8-8,"[[45.1569186522273, 10.791519117859604], [45.1569186522273, 10.791646507592054], [45.1570084837557, 10.791646507592054], [45.1570084837557, 10.791519117859604], [45.1569186522273, 10.791519117859604]]",0
Zone-8-9,"[[45.1569186522273, 10.791646507592054], [45.1569186522273, 10.791773897324505], [45.1570084837557, 10.791773897324505], [45.1570084837557, 10.791646507592054], [45.1569186522273, 10.791646507592054]]",0
Zone-8-10,"[[45.1569186522273, 10.791773897324505], [45.1569186522273, 10.791901287056955], [45.1570084837557, 10.791901287056955], [45.1570084837557, 10.791773897324505], [45.1569186522273, 10.791773897324505]]",0
Zone-8-11,"[[45.1569186522273, 10.791901287056955], [45.1569186522273, 10.792028676789405], [45.1570084837557, 10.792028676789405], [45.1570084837557, 10.791901287056955], [45.1569186522273, 10.791901287056955]]",0
Zone-8-12,"[[45.1569186522273, 10.792028676789405], [45.1569186522273, 10.792156066521857], [45.1570084837557, 10.792156066521857], [45.1570084837557, 10.792028676789405], [45.1569186522273, 10.792028676789405]]",0
Zone-8-13,"[[45.1569186522273, 10.792156066521857], [45.1569186522273, 10.792283456254307], [45.1570084837557, 10.792283456254307], [45.1570084837557, 10.792156066521857], [45.1569186522273, 10.792156066521857]]",0
Zone-8-14,"[[45.1569186522273, 10.792283456254307], [45.1569186522273, 10.792410845986756], [45.1570084837557, 10.792410845986756], [45.1570084837557, 10.792283456254307], [45.1569186522273, 10.792283456254307]]",0
Zone-8-15,"[[45.1570084837557, 10.792469494585236], [45.1570084837557, 10.792410845986756], [45.1569186522273, 10.792410845986756], [45.1569186522273, 10.792439550742433], [45.1570084837557, 10.792469494585236]]",0
Zone-9-1,"[[45.1570084837557, 10.790669675114131], [45.1570084837557, 10.790754779464901], [45.15701273897324, 10.790754779464901], [45.1570084837557, 10.790669675114131]]",0
Zone-9-2,"[[45.15701273897324, 10.790754779464901], [45.1570084837557, 10.790754779464901], [45.1570084837557, 10.790882169197351], [45.15701910845986, 10.790882169197351], [45.15701273897324, 10.790754779464901]]",0
Zone-9-3,"[[45.15701910845986, 10.790882169197351], [45.1570084837557, 10.790882169197351], [45.1570084837557, 10.791009558929801], [45.15702547794649, 10.791009558929801], [45.15701910845986, 10.790882169197351]]",0
Zone-9-4,"[[45.15702547794649, 10.791009558929801], [45.1570084837557, 10.791009558929801], [45.1570084837557, 10.791136948662253], [45.15703184743311, 10.791136948662253], [45.15702547794649, 10.791009558929801]]",0
Zone-9-5,"[[45.15703184743311, 10.791136948662253], [45.1570084837557, 10.791136948662253], [45.1570084837557, 10.791264338394702], [45.15703821691973, 10.791264338394702], [45.15703184743311, 10.791136948662253]]",0
Zone-9-6,"[[45.15703821691973, 10.791264338394702], [45.1570084837557, 10.791264338394702], [45.1570084837557, 10.791391728127152], [45.15704458640636, 10.791391728127152], [45.15703821691973, 10.791264338394702]]",0
Zone-9-7,"[[45.15704458640636, 10.791391728127152], [45.1570084837557, 10.791391728127152], [45.1570084837557, 10.791519117859604], [45.15705095589298, 10.791519117859604], [45.15704458640636, 10.791391728127152]]",0
Zone-9-8,"[[45.15705095589298, 10.791519117859604], [45.1570084837557, 10.791519117859604], [45.1570084837557, 10.791646507592054], [45.157057325379604, 10.791646507592054], [45.15705095589298, 10.791519117859604]]",0
